stop_id,stop_name,stop_lat,stop_lon,stop_url,location_type
5016,150466,-7.907666667510192,-34.91027777774167,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150466,0
5017,150467,-7.907716667510213,-34.911938888852575,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150467,0
5018,150468,-7.906252778620855,-34.915641666629895,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150468,0
5019,150469,-7.905538889731742,-34.91740277774166,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150469,0
5021,150472,-7.905027780305755,-34.918874999963705,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150472,0
5022,150473,-7.905847223065166,-34.91692222218529,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150473,0
5023,150474,-7.906519445287616,-34.91529999996328,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150474,0
5024,150475,-7.907783334176907,-34.91268333329694,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150475,0
5025,150476,-7.907722226439725,-34.91041666663213,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150476,0
5030,150480,-7.8907000025145635,-34.91056388885344,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150480,0
5031,150482,-7.891500000838498,-34.914072222185624,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150482,0
5032,150483,-7.8916416675052,-34.915333333296566,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150483,0
5033,150484,-7.891797223060804,-34.91709722218524,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150484,0
5034,150485,-7.891786111949712,-34.918733333296146,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150485,0
5035,150486,-7.8917777786163565,-34.91564722218543,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150486,0
5036,150487,-7.891586111949626,-34.91406111107451,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150487,0
5037,150488,-7.8908222230605,-34.91056666663049,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150488,0
5038,150489,-7.8900722230602724,-34.908238888853,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150489,0
5039,150490,-7.891033334171685,-34.907419444408646,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150490,0
5040,150491,-7.890577778615964,-34.906030555519926,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150491,0
5041,150492,-7.890116669180768,-34.90456944440964,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150492,0
5042,150493,-7.873130510229616,-34.905527777510024,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150493,0
5043,150494,-7.872908334166054,-34.903247222186906,https://virtual.granderecife.pe.gov.br/rumo/paradas/?codigo-parada=150494,0
